index,folder_name,clip_name
1629,20200617,clip_6_0248
1630,20200617,clip_7_0316
1631,20200617,clip_8_0344
1633,20200617,clip_10_0423
1677,20200618,clip_1_0028
1679,20200618,clip_3_0124
1685,20200618,clip_9_0412
1779,20200626,clip_7_0316
1781,20200626,clip_9_0412
1824,20200626,clip_52_2310
1839,20200627,clip_13_0540
1840,20200627,clip_14_0608
1900,20200628,clip_20_0852
1917,20200628,clip_37_1621
1941,20200629,clip_7_0308
1943,20200629,clip_9_0404
1945,20200629,clip_11_0500
1991,20200630,clip_3_0124
1992,20200630,clip_4_0152
1993,20200630,clip_5_0220
1994,20200630,clip_6_0248
1996,20200630,clip_8_0344
1997,20200630,clip_9_0412
2047,20200701,clip_5_0220
2049,20200701,clip_7_0316
2050,20200701,clip_8_0344
2051,20200701,clip_9_0412
2053,20200701,clip_11_0508
2054,20200701,clip_12_0510
2055,20200701,clip_13_0538
2095,20200706,clip_27_2202
2098,20200706,clip_30_2306
2103,20200707,clip_3_0124
2104,20200707,clip_4_0152
2106,20200707,clip_6_0248
2108,20200707,clip_8_0342
2109,20200707,clip_9_0410
2110,20200707,clip_10_0438
2111,20200707,clip_11_0506
2112,20200707,clip_12_0534
2153,20200707,clip_53_2345
2155,20200708,clip_1_0028
2159,20200708,clip_5_0215
2160,20200708,clip_6_0243
2162,20200708,clip_8_0339
2163,20200708,clip_9_0407
2164,20200708,clip_10_0435
2165,20200708,clip_11_0503
2166,20200708,clip_12_0513
2167,20200708,clip_13_0541
2168,20200708,clip_14_0609
2214,20200709,clip_5_0211
2215,20200709,clip_6_0239
2216,20200709,clip_7_0307
2217,20200709,clip_8_0335
2218,20200709,clip_9_0403
2219,20200709,clip_10_0431
2220,20200709,clip_11_0459
2271,20200710,clip_7_0316
2272,20200710,clip_8_0344
2277,20200710,clip_13_0539
2278,20200710,clip_14_0607
2326,20200711,clip_8_0327
2329,20200711,clip_11_0451
2331,20200711,clip_13_0547
2333,20200711,clip_15_0643
2381,20200712,clip_8_0336
2382,20200712,clip_9_0404
2383,20200712,clip_10_0432
2384,20200712,clip_11_0500
2385,20200712,clip_12_0528
2388,20200712,clip_15_0651
2429,20200713,clip_2_0056
2430,20200713,clip_3_0124
2431,20200713,clip_4_0152
2432,20200713,clip_5_0204
2433,20200713,clip_6_0232
2434,20200713,clip_7_0300
2435,20200713,clip_8_0328
2437,20200713,clip_10_0424
2438,20200713,clip_11_0452
2439,20200713,clip_12_0520
2483,20200811,clip_2_0034
2488,20200811,clip_7_0254
2489,20200811,clip_8_0322
2490,20200811,clip_9_0350
2491,20200811,clip_10_0418
2492,20200811,clip_11_0446
2545,20200812,clip_9_0408
2547,20200812,clip_11_0504
2598,20200813,clip_7_0257
2601,20200813,clip_10_0421
2655,20200814,clip_9_0347
2656,20200814,clip_10_0415
2657,20200814,clip_11_0443
2658,20200814,clip_12_0511
2714,20200815,clip_13_0604
2764,20200816,clip_9_0412
2765,20200816,clip_10_0440
2766,20200816,clip_11_0508
2768,20200816,clip_13_0537
2828,20200818,clip_3_0124
2833,20200818,clip_8_0344
2834,20200818,clip_9_0412
2835,20200818,clip_10_0440
2864,20200819,clip_7_0316
2865,20200819,clip_8_0344
2909,20200819,clip_52_2334
2912,20200820,clip_2_0056
2914,20200820,clip_4_0152
2918,20200820,clip_8_0344
2919,20200820,clip_9_0412
2921,20200820,clip_11_0507
2995,20200821,clip_31_1415
3082,20200823,clip_10_0412
3083,20200823,clip_11_0440
3084,20200823,clip_12_0508
3086,20200823,clip_14_0604
3128,20200824,clip_2_0030
3131,20200824,clip_5_0154
3133,20200824,clip_7_0250
3134,20200824,clip_8_0318
3135,20200824,clip_9_0346
3136,20200824,clip_10_0414
3138,20200824,clip_12_0510
3166,20200824,clip_40_1718
3198,20200826,clip_0_0000
3199,20200826,clip_1_0028
3201,20200826,clip_3_0124
3202,20200826,clip_4_0152
3203,20200826,clip_5_0220
3204,20200826,clip_6_0248
3205,20200826,clip_7_0316
3206,20200826,clip_8_0344
3208,20200826,clip_10_0440
3251,20200827,clip_1_0028
3254,20200827,clip_4_0152
3255,20200827,clip_5_0220
3256,20200827,clip_6_0232
3257,20200827,clip_7_0300
3258,20200827,clip_8_0328
3259,20200827,clip_9_0356
3260,20200827,clip_10_0424
3261,20200827,clip_11_0452
3262,20200827,clip_12_0520
3301,20200827,clip_51_2253
3311,20200828,clip_7_0316
3312,20200828,clip_8_0344
3314,20200828,clip_10_0440
3335,20200828,clip_31_1403
3366,20200829,clip_8_0339
3367,20200829,clip_9_0407
3368,20200829,clip_10_0435
3369,20200829,clip_11_0503
3370,20200829,clip_12_0531
3372,20200829,clip_14_0627
3373,20200829,clip_15_0655
3422,20200830,clip_11_0508
3423,20200830,clip_12_0536
3424,20200830,clip_13_0604
3463,20200830,clip_52_2346
3464,20200831,clip_0_0000
3465,20200831,clip_1_0028
3471,20200831,clip_7_0312
3472,20200831,clip_8_0340
3473,20200831,clip_9_0408
3474,20200831,clip_10_0436
3475,20200831,clip_11_0504
3519,20200901,clip_1_0028
3520,20200901,clip_2_0056
3521,20200901,clip_3_0124
3522,20200901,clip_4_0152
3523,20200901,clip_5_0220
3524,20200901,clip_6_0248
3525,20200901,clip_7_0316
3528,20200901,clip_10_0440
3529,20200901,clip_11_0508
3559,20210109,clip_2_0056
3560,20210109,clip_3_0124
3563,20210109,clip_6_0248
3564,20210109,clip_7_0316
3565,20210109,clip_8_0344
3566,20210109,clip_9_0412
3568,20210109,clip_11_0508
3569,20210109,clip_12_0515
3570,20210109,clip_13_0543
3571,20210109,clip_14_0611
3611,20210110,clip_3_0106
3613,20210110,clip_5_0202
3616,20210110,clip_8_0326
3617,20210110,clip_9_0354
3618,20210110,clip_10_0422
3619,20210110,clip_11_0450
3620,20210110,clip_12_0518
3622,20210110,clip_14_0614
3623,20210110,clip_15_0642
3624,20210110,clip_16_0710
3661,20210110,clip_53_2339
3664,20210111,clip_2_0056
3665,20210111,clip_3_0124
3668,20210111,clip_6_0248
3669,20210111,clip_7_0257
3670,20210111,clip_8_0325
3671,20210111,clip_9_0353
3672,20210111,clip_10_0421
3673,20210111,clip_11_0449
3674,20210111,clip_12_0517
3716,20210112,clip_2_0050
3717,20210112,clip_3_0118
3720,20210112,clip_6_0242
3731,20210112,clip_17_1134
3757,20210112,clip_43_2315
3758,20210112,clip_44_2343
3760,20210113,clip_1_0028
3761,20210113,clip_2_0056
3762,20210113,clip_3_0124
3763,20210113,clip_4_0152
3764,20210113,clip_5_0205
3765,20210113,clip_6_0233
3766,20210113,clip_7_0301
3767,20210113,clip_8_0329
3768,20210113,clip_9_0357
3769,20210113,clip_10_0425
3770,20210113,clip_11_0453
3802,20210113,clip_43_2249
3806,20210114,clip_1_0024
3807,20210114,clip_2_0052
3808,20210114,clip_3_0120
3809,20210114,clip_4_0148
3811,20210114,clip_6_0244
3812,20210114,clip_7_0312
3813,20210114,clip_8_0340
3814,20210114,clip_9_0408
3855,20210115,clip_1_0028
3856,20210115,clip_2_0029
3857,20210115,clip_3_0057
3858,20210115,clip_4_0125
3859,20210115,clip_5_0153
3860,20210115,clip_6_0221
3861,20210115,clip_7_0249
3863,20210115,clip_9_0345
3864,20210115,clip_10_0413
3866,20210115,clip_12_0509
3896,20210115,clip_42_2223
3898,20210115,clip_44_2319
3900,20210116,clip_0_0000
3903,20210116,clip_3_0124
3904,20210116,clip_4_0152
3905,20210116,clip_5_0220
3906,20210116,clip_6_0248
3907,20210116,clip_7_0316
3908,20210116,clip_8_0344
3926,20210116,clip_26_1508
3927,20210116,clip_27_1536
3928,20210116,clip_28_1604
3929,20210116,clip_29_1632
3948,20210117,clip_2_0056
3950,20210117,clip_4_0152
3951,20210117,clip_5_0220
3952,20210117,clip_6_0248
3953,20210117,clip_7_0316
3955,20210117,clip_9_0412
3956,20210117,clip_10_0440
3957,20210117,clip_11_0508
3958,20210117,clip_12_0536
3959,20210117,clip_13_0604
3999,20210118,clip_1_0028
4001,20210118,clip_3_0124
4002,20210118,clip_4_0152
4003,20210118,clip_5_0220
4005,20210118,clip_7_0316
4006,20210118,clip_8_0344
4007,20210118,clip_9_0412
4010,20210118,clip_12_0536
4049,20210119,clip_1_0028
4050,20210119,clip_2_0056
4051,20210119,clip_3_0124
4052,20210119,clip_4_0152
4053,20210119,clip_5_0220
4054,20210119,clip_6_0248
4055,20210120,clip_0_0141
4056,20210120,clip_1_0209
4057,20210120,clip_2_0237
4059,20210120,clip_4_0333
4060,20210120,clip_5_0401
4061,20210120,clip_6_0429
4062,20210120,clip_7_0457
4145,20210122,clip_2_0056
4147,20210122,clip_4_0152
4148,20210122,clip_5_0220
4149,20210122,clip_6_0248
4150,20210122,clip_7_0316
4151,20210122,clip_8_0344
4153,20210122,clip_10_0440
4154,20210122,clip_11_0508
4155,20210122,clip_12_0536
4193,20210122,clip_50_2331
4194,20210122,clip_51_2359
4195,20210123,clip_0_0000
4196,20210123,clip_1_0028
4197,20210123,clip_2_0056
4200,20210123,clip_5_0220
4201,20210123,clip_6_0248
4202,20210123,clip_7_0316
4203,20210123,clip_8_0344
4206,20210123,clip_11_0443
4207,20210123,clip_12_0511
4208,20210123,clip_13_0539
4209,20210123,clip_14_0607
4250,20210124,clip_3_0113
4253,20210124,clip_6_0237
4254,20210124,clip_7_0305
4255,20210124,clip_8_0333
4257,20210124,clip_10_0429
4259,20210124,clip_12_0525
4261,20210124,clip_14_0621
4262,20210124,clip_15_0649
4263,20210124,clip_16_0717
4294,20210124,clip_47_2209
4298,20210124,clip_51_2355
4300,20210125,clip_1_0028
4301,20210125,clip_2_0056
4302,20210125,clip_3_0124
4304,20210125,clip_5_0220
4305,20210125,clip_6_0248
4306,20210125,clip_7_0316
4307,20210125,clip_8_0344
4308,20210125,clip_9_0412
4309,20210125,clip_10_0440
4333,20210125,clip_34_1705
4337,20210125,clip_38_1857
4339,20210125,clip_40_1953
4348,20210125,clip_49_2341
4349,20210126,clip_0_0000
4350,20210126,clip_1_0028
4351,20210126,clip_2_0056
4352,20210126,clip_3_0124
4353,20210126,clip_4_0152
4355,20210126,clip_6_0248
4357,20210126,clip_8_0344
4358,20210126,clip_9_0412
4359,20210126,clip_10_0440
4360,20210126,clip_11_0508
4361,20210126,clip_12_0536
4400,20210126,clip_51_2334
4423,20210128,clip_1_0028
4424,20210128,clip_2_0056
4425,20210128,clip_3_0124
4426,20210128,clip_4_0152
4427,20210128,clip_5_0220
4428,20210128,clip_6_0248
4429,20210128,clip_7_0316
4430,20210128,clip_8_0344
4431,20210128,clip_9_0412
4432,20210128,clip_10_0440
4433,20210128,clip_11_0508
4476,20210129,clip_1_0045
4477,20210129,clip_2_0113
4479,20210129,clip_4_0209
4480,20210129,clip_5_0237
4481,20210129,clip_6_0305
4483,20210129,clip_8_0401
4522,20210129,clip_47_2329
4528,20210130,clip_4_0146
4530,20210130,clip_6_0242
4531,20210130,clip_7_0310
4532,20210130,clip_8_0338
4533,20210130,clip_9_0406
4534,20210130,clip_10_0434
4536,20210130,clip_12_0530
4541,20210130,clip_17_0750
4564,20210131,clip_2_0056
4566,20210131,clip_4_0152
4568,20210131,clip_6_0248
4574,20210131,clip_12_0536
4575,20210131,clip_13_0604
4576,20210131,clip_14_0632
4577,20210131,clip_15_0700
4578,20210131,clip_16_0728
4617,20210201,clip_2_0056
4619,20210201,clip_4_0253
4620,20210201,clip_5_0321
4621,20210201,clip_6_0349
4622,20210201,clip_7_0417
4623,20210201,clip_8_0445
4624,20210201,clip_9_0513
4638,20210201,clip_23_1151
4665,20210201,clip_50_2353
4670,20210202,clip_4_0152
4672,20210202,clip_6_0248
4673,20210202,clip_7_0316
4674,20210202,clip_8_0344
4675,20210202,clip_9_0412
4676,20210202,clip_10_0440
4678,20210202,clip_12_0536
4717,20210203,clip_0_0000
4718,20210203,clip_1_0028
4719,20210203,clip_2_0056
4720,20210203,clip_3_0124
4721,20210203,clip_4_0152
4722,20210203,clip_5_0220
4723,20210203,clip_6_0248
4724,20210203,clip_7_0316
4740,20210203,clip_23_2251
4745,20210204,clip_2_0056
4748,20210204,clip_5_0220
4750,20210204,clip_7_0316
4751,20210204,clip_8_0344
4752,20210204,clip_9_0412
4753,20210204,clip_10_0440
4754,20210204,clip_11_0441
4790,20210204,clip_47_2150
4792,20210204,clip_49_2246
4793,20210204,clip_50_2314
4795,20210205,clip_0_0000
4799,20210205,clip_4_0152
4800,20210205,clip_5_0220
4801,20210205,clip_6_0248
4802,20210205,clip_7_0316
4834,20210205,clip_39_1954
4841,20210205,clip_46_2259
4844,20210206,clip_0_0000
4845,20210206,clip_1_0028
4846,20210206,clip_2_0056
4848,20210206,clip_4_0152
4850,20210206,clip_6_0248
4852,20210206,clip_8_0337
4853,20210206,clip_9_0405
4854,20210206,clip_10_0433
4855,20210206,clip_11_0501
4856,20210206,clip_12_0529
4857,20210206,clip_13_0557
4860,20210206,clip_16_0654
4896,20210206,clip_52_2340
4897,20210207,clip_0_0000
4900,20210207,clip_3_0124
4902,20210207,clip_5_0220
4903,20210207,clip_6_0241
4904,20210207,clip_7_0309
4905,20210207,clip_8_0337
4906,20210207,clip_9_0405
4907,20210207,clip_10_0433
4908,20210207,clip_11_0501
4909,20210207,clip_12_0529
4928,20210207,clip_31_1543
4946,20210207,clip_49_2350
4947,20210208,clip_0_0000
4948,20210208,clip_1_0028
4949,20210208,clip_2_0056
4950,20210208,clip_3_0428
4952,20210208,clip_5_0524
4991,20210208,clip_44_2307
4997,20210209,clip_4_0143
4998,20210209,clip_5_0211
4999,20210209,clip_6_0239
5031,20210209,clip_38_2133
5036,20210209,clip_43_2350
5037,20210210,clip_0_0000
5038,20210210,clip_1_0028
5039,20210210,clip_2_0056
5040,20210210,clip_3_0124
5041,20210210,clip_4_0152
5042,20210210,clip_5_0220
5043,20210210,clip_6_0248
5044,20210210,clip_7_0316
5045,20210210,clip_8_0344
5047,20210210,clip_10_0440
5048,20210210,clip_11_0508
5088,20210211,clip_1_0028
5089,20210211,clip_2_0056
5090,20210211,clip_3_0124
5091,20210211,clip_4_0152
5092,20210211,clip_5_0220
5093,20210211,clip_6_0248
5094,20210211,clip_7_0316
5095,20210211,clip_8_0344
5096,20210211,clip_9_0412
5097,20210211,clip_10_0440
5118,20210211,clip_31_1556
5119,20210211,clip_32_1624
5120,20210211,clip_33_1652
5122,20210211,clip_35_1748
5124,20210211,clip_37_1844
5136,20210213,clip_1_0028
5137,20210213,clip_2_0056
5139,20210213,clip_4_0152
5140,20210213,clip_5_0220
5142,20210213,clip_7_0316
5143,20210213,clip_8_0344
5144,20210213,clip_9_0412
5145,20210213,clip_10_0440
5146,20210213,clip_11_0508
5147,20210213,clip_12_0519
5148,20210213,clip_13_0547
5149,20210213,clip_14_0615
5151,20210213,clip_16_0711
5153,20210213,clip_18_0807
5183,20210213,clip_48_2151
5188,20210214,clip_0_0000
5191,20210214,clip_3_0124
5192,20210214,clip_4_0126
5193,20210214,clip_5_0154
5195,20210214,clip_7_0250
5196,20210214,clip_8_0318
5198,20210214,clip_10_0404
5199,20210214,clip_11_0432
5200,20210214,clip_12_0500
5201,20210214,clip_13_0528
5202,20210214,clip_14_0556
5236,20210214,clip_48_2259
5237,20210214,clip_49_2327
5238,20210214,clip_50_2355
5239,20210215,clip_0_0000
5240,20210215,clip_1_0028
5241,20210215,clip_2_0056
5242,20210215,clip_3_0124
5243,20210215,clip_4_0152
5244,20210215,clip_5_0156
5245,20210215,clip_6_0224
5247,20210215,clip_8_0320
5281,20210215,clip_42_2200
5283,20210215,clip_44_2256
5285,20210215,clip_46_2352
5320,20210216,clip_34_2246
5321,20210216,clip_35_2246
5322,20210216,clip_36_2314
5323,20210216,clip_37_2342
5326,20210217,clip_2_0056
5327,20210217,clip_3_0124
5328,20210217,clip_4_0152
5329,20210217,clip_5_0220
5330,20210217,clip_6_0248
5334,20210217,clip_10_0440
5335,20210217,clip_11_0508
5336,20210217,clip_12_0536
5337,20210217,clip_13_0604
5372,20210217,clip_48_2223
5374,20210217,clip_50_2319
5375,20210217,clip_51_2347
5376,20210218,clip_0_0000
5377,20210218,clip_1_0028
5379,20210218,clip_3_0124
5380,20210218,clip_4_0152
5381,20210218,clip_5_0220
5382,20210218,clip_6_0248
5383,20210218,clip_7_0316
5384,20210218,clip_8_0344
5385,20210218,clip_9_0412
5422,20210218,clip_46_2323
5424,20210219,clip_0_0000
5425,20210219,clip_1_0028
5426,20210219,clip_2_0056
5427,20210219,clip_3_0124
5428,20210219,clip_4_0152
5429,20210219,clip_5_0220
5430,20210219,clip_6_0248
5431,20210219,clip_7_0316
5432,20210219,clip_8_0344
5433,20210219,clip_9_0412
5434,20210219,clip_10_0440
5436,20210219,clip_12_0536
5476,20210220,clip_1_0028
5478,20210220,clip_3_0124
5479,20210220,clip_4_0152
5482,20210220,clip_7_0316
5483,20210220,clip_8_0344
5484,20210220,clip_9_0412
5521,20210221,clip_2_0056
5525,20210221,clip_6_0248
5526,20210221,clip_7_0303
5527,20210221,clip_8_0331
5529,20210221,clip_10_0427
5531,20210221,clip_12_0523
5532,20210221,clip_13_0551
5533,20210221,clip_14_0619
5571,20210221,clip_52_2317
5573,20210222,clip_0_0000
5574,20210222,clip_1_0028
5576,20210222,clip_3_0124
5577,20210222,clip_4_0152
5579,20210222,clip_6_0248
5580,20210222,clip_7_0316
5581,20210222,clip_8_0329
5582,20210222,clip_9_0357
5583,20210222,clip_10_0425
5584,20210222,clip_11_0453
5585,20210222,clip_12_0521
5622,20210222,clip_49_2335
5623,20210223,clip_0_0000
5624,20210223,clip_1_0028
5625,20210223,clip_2_0056
5626,20210223,clip_3_0124
5627,20210223,clip_4_0152
5628,20210223,clip_5_0220
5629,20210223,clip_6_0248
5666,20210223,clip_43_2352
5667,20210224,clip_0_0000
5668,20210224,clip_1_0028
5669,20210224,clip_2_0056
5672,20210224,clip_5_0220
5674,20210224,clip_7_0311
5675,20210224,clip_8_0339
5676,20210224,clip_9_0407
5677,20210224,clip_10_0435
5678,20210224,clip_11_0503
5679,20210224,clip_12_0531
5718,20210225,clip_1_0028
5720,20210225,clip_3_0124
5721,20210225,clip_4_0152
5722,20210225,clip_5_0208
5724,20210225,clip_7_0304
5725,20210225,clip_8_0332
5726,20210225,clip_9_0400
5727,20210225,clip_10_0428
5728,20210225,clip_11_0456
5729,20210225,clip_12_0524
5759,20210226,clip_2_0056
5760,20210226,clip_3_0124
5761,20210226,clip_4_0152
5764,20210226,clip_7_0314
5765,20210226,clip_8_0342
5766,20210226,clip_9_0410
5808,20210228,clip_0_0000
5810,20210228,clip_2_0056
5811,20210228,clip_3_0124
5813,20210228,clip_5_0220
5814,20210228,clip_6_0223
5815,20210228,clip_7_0251
5817,20210228,clip_9_0347
5818,20210228,clip_10_0415
5819,20210228,clip_11_0443
5821,20210228,clip_13_0539
5822,20210228,clip_14_0607
5862,20210301,clip_1_0028
5863,20210301,clip_2_0056
5866,20210301,clip_5_0224
5867,20210301,clip_6_0252
5868,20210301,clip_7_0320
5910,20210302,clip_0_0000
5911,20210302,clip_1_0028
5913,20210302,clip_3_0124
5914,20210302,clip_4_0152
5915,20210302,clip_5_0205
5916,20210302,clip_6_0233
5917,20210302,clip_7_0301
5918,20210302,clip_8_0329
5919,20210302,clip_9_0357
5920,20210302,clip_10_0425
5921,20210302,clip_11_0453
5958,20210302,clip_48_2201
5962,20210302,clip_52_2353
5965,20210303,clip_2_0056
5966,20210303,clip_3_0124
5968,20210303,clip_5_0220
5969,20210303,clip_6_0248
5970,20210303,clip_7_0316
5971,20210303,clip_8_0344
5972,20210303,clip_9_0412
5973,20210303,clip_10_0440
5974,20210303,clip_11_0508
5975,20210303,clip_12_0536
5976,20210303,clip_13_0604
6010,20210303,clip_47_2329
6013,20210304,clip_1_0028
6015,20210304,clip_3_0124
6016,20210304,clip_4_0152
6017,20210304,clip_5_0220
6018,20210304,clip_6_0248
6019,20210304,clip_7_0316
6020,20210304,clip_8_0344
6021,20210304,clip_9_0410
6022,20210304,clip_10_0438
6059,20210304,clip_47_2340
6060,20210305,clip_0_0000
6062,20210305,clip_2_0056
6063,20210305,clip_3_0124
6064,20210305,clip_4_0152
6065,20210305,clip_5_0220
6066,20210305,clip_6_0222
6067,20210305,clip_7_0250
6068,20210305,clip_8_0318
6069,20210305,clip_9_0346
6070,20210305,clip_10_0414
6071,20210305,clip_11_0442
6072,20210305,clip_12_0510
6074,20210305,clip_14_0606
6119,20210306,clip_6_0248
6121,20210306,clip_8_0344
6122,20210306,clip_9_0412
6123,20210306,clip_10_0440
6124,20210306,clip_11_0529
6125,20210306,clip_12_0557
6126,20210306,clip_13_0625
6150,20210306,clip_37_2148
6154,20210306,clip_41_2340
6156,20210307,clip_1_0031
6158,20210307,clip_3_0127
6159,20210307,clip_4_0155
6161,20210307,clip_6_0251
6162,20210307,clip_7_0319
6163,20210307,clip_8_0347
6164,20210307,clip_9_0415
6165,20210307,clip_10_0443
6166,20210307,clip_11_0511
6167,20210307,clip_12_0539
6169,20210307,clip_14_0635
6170,20210307,clip_15_0703
6202,20210308,clip_0_0000
6204,20210308,clip_2_0056
6205,20210308,clip_3_0124
6207,20210308,clip_5_0220
6208,20210308,clip_6_0248
6233,20210308,clip_31_1830
6244,20210308,clip_42_2350
6245,20210309,clip_0_0000
6247,20210309,clip_2_0056
6248,20210309,clip_3_0124
6249,20210309,clip_4_0152
6250,20210309,clip_5_0220
6252,20210309,clip_7_0316
6253,20210309,clip_8_0344
6254,20210309,clip_9_0412
6255,20210309,clip_10_0440
6258,20210309,clip_13_0547
6297,20210309,clip_52_2318
6302,20210310,clip_3_0124
6304,20210310,clip_5_0220
6305,20210310,clip_6_0248
6341,20210310,clip_42_2324
6342,20210310,clip_43_2352
6343,20210311,clip_0_0000
6344,20210311,clip_1_0028
6345,20210311,clip_2_0056
6346,20210311,clip_3_0124
6347,20210311,clip_4_0152
6383,20210311,clip_40_2310
6388,20210312,clip_3_0124
6389,20210312,clip_4_0152
6391,20210312,clip_6_0248
6435,20210313,clip_5_0220
6438,20210313,clip_8_0320
6439,20210313,clip_9_0348
6440,20210313,clip_10_0416
6442,20210313,clip_12_0512
6443,20210313,clip_13_0540
6445,20210313,clip_15_0636
6475,20210313,clip_45_2019
6483,20210314,clip_3_0153
6486,20210314,clip_6_0317
6487,20210314,clip_7_0345
6488,20210314,clip_8_0413
6489,20210314,clip_9_0441
6490,20210314,clip_10_0509
6491,20210314,clip_11_0537
6492,20210314,clip_12_0605
6493,20210314,clip_13_0633
6494,20210314,clip_14_0701
6523,20210314,clip_43_2345
6527,20210315,clip_3_0124
6528,20210315,clip_4_0152
6529,20210315,clip_5_0220
6530,20210315,clip_6_0248
