index,folder_name,clip_name
870,20200531,clip_27_1214
871,20200531,clip_28_1242
872,20200531,clip_29_1310
877,20200531,clip_34_1502
878,20200531,clip_35_1530
881,20200531,clip_38_1630
884,20200531,clip_41_1754
885,20200531,clip_42_1822
891,20200531,clip_48_2047
892,20200531,clip_49_2115
893,20200531,clip_50_2143
894,20200531,clip_51_2211
922,20200601,clip_24_1050
924,20200601,clip_26_1146
925,20200601,clip_27_1214
926,20200601,clip_28_1242
927,20200601,clip_29_1307
928,20200601,clip_30_1335
929,20200601,clip_31_1403
935,20200601,clip_37_1642
937,20200602,clip_1_1227
938,20200602,clip_2_1255
939,20200602,clip_3_1323
940,20200602,clip_4_1351
941,20200602,clip_5_1419
943,20200602,clip_7_1515
944,20200602,clip_8_1543
945,20200602,clip_9_1611
947,20200602,clip_11_1647
948,20200602,clip_12_1715
953,20200602,clip_17_1932
955,20200602,clip_19_2028
956,20200602,clip_20_2056
957,20200602,clip_21_2124
990,20200603,clip_27_1216
991,20200603,clip_28_1244
995,20200603,clip_32_1436
996,20200603,clip_33_1504
999,20200603,clip_36_1617
1002,20200603,clip_39_1741
1003,20200603,clip_40_1809
1005,20200603,clip_42_1905
1009,20200603,clip_46_2032
1010,20200603,clip_47_2100
1051,20200604,clip_34_1504
1058,20200604,clip_41_1820
1103,20200605,clip_31_1401
1106,20200605,clip_34_1525
1108,20200605,clip_36_1621
1109,20200605,clip_37_1628
1110,20200605,clip_38_1656
1111,20200605,clip_39_1724
1114,20200605,clip_42_1848
1225,20200607,clip_44_1947
1267,20200608,clip_32_1437
1269,20200608,clip_34_1533
1273,20200608,clip_38_1722
1277,20200608,clip_42_1914
1304,20200609,clip_16_0733
1305,20200609,clip_17_0801
1314,20200610,clip_0_1303
1316,20200610,clip_2_1359
1317,20200610,clip_3_1427
1321,20200610,clip_7_1619
1325,20200610,clip_11_1811
1326,20200610,clip_12_1832
1329,20200610,clip_15_1956
1330,20200610,clip_16_2024
1363,20200611,clip_25_1105
1373,20200611,clip_35_1538
1377,20200611,clip_39_1716
1378,20200611,clip_40_1744
1381,20200611,clip_43_1904
1382,20200611,clip_44_1932
1388,20200612,clip_5_1633
1391,20200612,clip_8_1757
1393,20200612,clip_10_1853
1400,20200612,clip_17_2142
1404,20200612,clip_21_2334
1435,20200613,clip_30_1336
1439,20200613,clip_34_1511
1441,20200613,clip_36_1607
1442,20200613,clip_37_1635
1444,20200613,clip_39_1731
1445,20200613,clip_40_1759
1447,20200613,clip_42_1855
1449,20200613,clip_44_1951
1450,20200613,clip_45_2019
1451,20200613,clip_46_2047
1456,20200613,clip_51_2252
1459,20200614,clip_0_0000
1480,20200614,clip_21_0926
1482,20200614,clip_23_1022
1498,20200614,clip_39_1727
1502,20200614,clip_43_1905
1505,20200614,clip_46_2029
1509,20200614,clip_50_2155
1510,20200614,clip_51_2223
1535,20200615,clip_21_0942
1542,20200615,clip_28_1253
1543,20200615,clip_29_1321
1544,20200615,clip_30_1349
1549,20200615,clip_35_1549
1553,20200615,clip_39_1741
1554,20200615,clip_40_1809
1557,20200615,clip_43_1905
1558,20200615,clip_44_1933
1564,20200615,clip_50_2204
1565,20200615,clip_51_2232
1567,20200615,clip_53_2328
1593,20200616,clip_24_1106
1599,20200616,clip_30_1335
1600,20200616,clip_31_1403
1605,20200616,clip_36_1623
1607,20200616,clip_38_1652
1608,20200616,clip_39_1720
1612,20200616,clip_43_1912
1619,20200616,clip_50_2211
1659,20200617,clip_36_1626
1660,20200617,clip_37_1654
1661,20200617,clip_38_1722
1664,20200617,clip_41_1834
1668,20200617,clip_45_2026
1669,20200617,clip_46_2054
1670,20200617,clip_47_2122
1671,20200617,clip_48_2150
1693,20200624,clip_1_1346
1694,20200624,clip_2_1414
1696,20200624,clip_4_1510
1697,20200624,clip_5_1538
1698,20200624,clip_6_1606
1699,20200624,clip_7_1634
1700,20200624,clip_8_1702
1701,20200624,clip_9_1725
1708,20200624,clip_16_2041
1711,20200624,clip_19_2145
1712,20200624,clip_20_2213
1716,20200625,clip_0_0000
1738,20200625,clip_22_0956
1740,20200625,clip_24_1052
1746,20200625,clip_30_1331
1754,20200625,clip_38_1651
1757,20200625,clip_41_1815
1758,20200625,clip_42_1843
1761,20200625,clip_45_1940
1763,20200625,clip_47_2036
1767,20200625,clip_51_2228
1798,20200626,clip_26_1142
1802,20200626,clip_30_1334
1804,20200626,clip_32_1430
1805,20200626,clip_33_1458
1807,20200626,clip_35_1554
1812,20200626,clip_40_1748
1816,20200626,clip_44_1926
1817,20200626,clip_45_1954
1822,20200626,clip_50_2214
1823,20200626,clip_51_2242
1825,20200626,clip_53_2333
1830,20200627,clip_4_0152
1834,20200627,clip_8_0344
1856,20200627,clip_30_1331
1857,20200627,clip_31_1359
1858,20200627,clip_32_1427
1859,20200627,clip_33_1455
1861,20200627,clip_35_1551
1862,20200627,clip_36_1610
1863,20200627,clip_37_1638
1865,20200627,clip_39_1734
1868,20200627,clip_42_1858
1869,20200627,clip_43_1926
1870,20200627,clip_44_1954
1871,20200627,clip_45_2022
1872,20200627,clip_46_2050
1873,20200627,clip_47_2118
1879,20200627,clip_53_2356
1880,20200628,clip_0_0000
1883,20200628,clip_3_0124
1888,20200628,clip_8_0344
1889,20200628,clip_9_0412
1891,20200628,clip_11_0508
1892,20200628,clip_12_0536
1910,20200628,clip_30_1332
1918,20200628,clip_38_1649
1919,20200628,clip_39_1717
1920,20200628,clip_40_1745
1923,20200628,clip_43_1909
1924,20200628,clip_44_1928
1925,20200628,clip_45_1956
1926,20200628,clip_46_2024
1927,20200628,clip_47_2052
1963,20200629,clip_29_1316
1974,20200629,clip_40_1804
1975,20200629,clip_41_1832
1979,20200629,clip_45_2024
2079,20200706,clip_11_1501
2085,20200706,clip_17_1730
2139,20200707,clip_39_1733
2142,20200707,clip_42_1857
2144,20200707,clip_44_1953
2188,20200708,clip_34_1503
2190,20200708,clip_36_1533
2194,20200708,clip_40_1714
2195,20200708,clip_41_1742
2196,20200708,clip_42_1810
2198,20200708,clip_44_1906
2201,20200708,clip_47_2024
2202,20200708,clip_48_2052
2227,20200709,clip_18_0750
2234,20200709,clip_25_1106
2235,20200709,clip_26_1134
2236,20200709,clip_27_1202
2237,20200709,clip_28_1230
2238,20200709,clip_29_1258
2241,20200709,clip_32_1359
2244,20200709,clip_35_1523
2248,20200709,clip_39_1715
2253,20200709,clip_44_1919
2255,20200709,clip_46_2015
2257,20200709,clip_48_2108
2265,20200710,clip_1_0028
2281,20200710,clip_17_0731
2289,20200710,clip_25_1115
2290,20200710,clip_26_1143
2297,20200710,clip_33_1439
2298,20200710,clip_34_1507
2300,20200710,clip_36_1603
2301,20200710,clip_37_1626
2302,20200710,clip_38_1654
2304,20200710,clip_40_1750
2306,20200710,clip_42_1846
2308,20200710,clip_44_1942
2310,20200710,clip_46_2038
2312,20200710,clip_48_2123
2345,20200711,clip_27_1153
2350,20200711,clip_32_1346
2353,20200711,clip_35_1510
2354,20200711,clip_36_1538
2356,20200711,clip_38_1634
2359,20200711,clip_41_1752
2362,20200711,clip_44_1916
2367,20200711,clip_49_2133
2370,20200711,clip_52_2257
2397,20200712,clip_24_1103
2398,20200712,clip_25_1131
2399,20200712,clip_26_1159
2403,20200712,clip_30_1328
2413,20200712,clip_40_1808
2414,20200712,clip_41_1836
2454,20200810,clip_5_1204
2458,20200810,clip_9_1356
2460,20200810,clip_11_1452
2462,20200810,clip_13_1540
2463,20200810,clip_14_1608
2467,20200810,clip_18_1800
2468,20200810,clip_19_1828
2469,20200810,clip_20_1848
2473,20200810,clip_24_2040
2474,20200810,clip_25_2108
2475,20200810,clip_26_2136
2477,20200810,clip_28_2232
2503,20200811,clip_22_0938
2506,20200811,clip_25_1102
2511,20200811,clip_30_1315
2514,20200811,clip_33_1439
2517,20200811,clip_36_1542
2519,20200811,clip_38_1638
2524,20200811,clip_43_1858
2534,20200811,clip_53_2327
2560,20200812,clip_24_1058
2562,20200812,clip_26_1154
2563,20200812,clip_27_1222
2564,20200812,clip_28_1250
2567,20200812,clip_31_1352
2568,20200812,clip_32_1420
2569,20200812,clip_33_1448
2576,20200812,clip_40_1738
2577,20200812,clip_41_1806
2578,20200812,clip_42_1834
2579,20200812,clip_43_1902
2619,20200813,clip_28_1215
2623,20200813,clip_32_1407
2624,20200813,clip_33_1435
2627,20200813,clip_36_1551
2630,20200813,clip_39_1715
2631,20200813,clip_40_1743
2632,20200813,clip_41_1811
2633,20200813,clip_42_1839
2634,20200813,clip_43_1907
2635,20200813,clip_44_1935
2636,20200813,clip_45_1936
2639,20200813,clip_48_2100
2641,20200813,clip_50_2156
2642,20200813,clip_51_2224
2643,20200813,clip_52_2252
2673,20200814,clip_27_1147
2674,20200814,clip_28_1215
2678,20200814,clip_32_1407
2679,20200814,clip_33_1435
2681,20200814,clip_35_1520
2682,20200814,clip_36_1548
2686,20200814,clip_40_1740
2689,20200814,clip_43_1850
2690,20200814,clip_44_1918
2692,20200814,clip_46_2014
2695,20200814,clip_49_2138
2696,20200814,clip_50_2206
2699,20200814,clip_53_2319
2700,20200814,clip_54_2347
2701,20200815,clip_0_0000
2702,20200815,clip_1_0028
2703,20200815,clip_2_0056
2704,20200815,clip_3_0124
2707,20200815,clip_6_0248
2722,20200815,clip_21_0933
2725,20200815,clip_24_1057
2731,20200815,clip_30_1344
2733,20200815,clip_32_1440
2735,20200815,clip_34_1536
2736,20200815,clip_35_1604
2738,20200815,clip_37_1700
2739,20200815,clip_38_1715
2743,20200815,clip_42_1907
2744,20200815,clip_43_1935
2747,20200815,clip_46_2059
2749,20200815,clip_48_2129
2750,20200815,clip_49_2157
2751,20200815,clip_50_2225
2752,20200815,clip_51_2253
2754,20200815,clip_53_2349
2755,20200816,clip_0_0000
2776,20200816,clip_21_0921
2781,20200816,clip_26_1141
2784,20200816,clip_29_1303
2785,20200816,clip_30_1331
2786,20200816,clip_31_1359
2787,20200816,clip_32_1427
2789,20200816,clip_34_1523
2792,20200816,clip_37_1647
2798,20200817,clip_5_1201
2799,20200817,clip_6_1229
2803,20200817,clip_10_1421
2804,20200817,clip_11_1436
2805,20200817,clip_12_1504
2808,20200817,clip_15_1628
2811,20200817,clip_18_1752
2812,20200817,clip_19_1812
2837,20200818,clip_12_1519
2841,20200818,clip_16_1711
2842,20200818,clip_17_1739
2844,20200818,clip_19_1835
2848,20200818,clip_23_2027
2849,20200818,clip_24_2055
2857,20200819,clip_0_0000
2883,20200819,clip_26_1205
2889,20200819,clip_32_1453
2890,20200819,clip_33_1503
2892,20200819,clip_35_1559
2900,20200819,clip_43_1943
2901,20200819,clip_44_2011
2902,20200819,clip_45_2018
2904,20200819,clip_47_2114
2905,20200819,clip_48_2142
2936,20200820,clip_26_1207
2950,20200820,clip_40_1806
2952,20200820,clip_42_1902
2954,20200820,clip_44_1958
2955,20200820,clip_45_2026
2958,20200820,clip_48_2133
2960,20200820,clip_50_2229
2996,20200821,clip_32_1443
2997,20200821,clip_33_1511
2999,20200821,clip_35_1548
3002,20200821,clip_38_1712
3004,20200821,clip_40_1808
3005,20200821,clip_41_1836
3006,20200821,clip_42_1904
3007,20200821,clip_43_1932
3008,20200821,clip_44_2000
3010,20200821,clip_46_2035
3012,20200821,clip_48_2131
3013,20200821,clip_49_2159
3014,20200821,clip_50_2227
3015,20200821,clip_51_2255
3017,20200821,clip_53_2351
3018,20200822,clip_0_0000
3019,20200822,clip_1_0028
3020,20200822,clip_2_0056
3021,20200822,clip_3_0103
3043,20200822,clip_25_1111
3046,20200822,clip_28_1235
3050,20200822,clip_32_1415
3054,20200822,clip_36_1607
3055,20200822,clip_37_1635
3056,20200822,clip_38_1703
3057,20200822,clip_39_1731
3058,20200822,clip_40_1759
3059,20200822,clip_41_1827
3061,20200822,clip_43_1904
3062,20200822,clip_44_1932
3064,20200822,clip_46_2028
3065,20200822,clip_47_2056
3067,20200822,clip_49_2152
3097,20200823,clip_25_1101
3100,20200823,clip_28_1225
3103,20200823,clip_31_1349
3105,20200823,clip_33_1433
3109,20200823,clip_37_1625
3110,20200823,clip_38_1653
3111,20200823,clip_39_1721
3113,20200823,clip_41_1817
3116,20200823,clip_44_1924
3154,20200824,clip_28_1210
3160,20200824,clip_34_1458
3161,20200824,clip_35_1526
3168,20200824,clip_42_1814
3171,20200824,clip_45_1938
3173,20200825,clip_1_1244
3175,20200825,clip_3_1340
3177,20200825,clip_5_1436
3178,20200825,clip_6_1504
3179,20200825,clip_7_1532
3182,20200825,clip_10_1656
3186,20200825,clip_14_1844
3189,20200825,clip_17_2008
3231,20200826,clip_33_1520
3240,20200826,clip_42_1924
3286,20200827,clip_36_1607
3287,20200827,clip_37_1635
3288,20200827,clip_38_1703
3292,20200827,clip_42_1855
3295,20200827,clip_45_2019
3296,20200827,clip_46_2047
3298,20200827,clip_48_2143
3299,20200827,clip_49_2157
3332,20200828,clip_28_1239
3344,20200828,clip_40_1743
3347,20200828,clip_43_1907
3348,20200828,clip_44_1935
3349,20200828,clip_45_2003
3350,20200828,clip_46_2031
3351,20200828,clip_47_2059
3380,20200829,clip_22_1011
3382,20200829,clip_24_1058
3385,20200829,clip_27_1222
3386,20200829,clip_28_1250
3387,20200829,clip_29_1318
3389,20200829,clip_31_1414
3391,20200829,clip_33_1510
3392,20200829,clip_34_1538
3394,20200829,clip_36_1634
3396,20200829,clip_38_1707
3397,20200829,clip_39_1735
3402,20200829,clip_44_1955
3405,20200829,clip_47_2119
3408,20200829,clip_50_2243
3409,20200829,clip_51_2311
3410,20200829,clip_52_2334
3411,20200830,clip_0_0000
3438,20200830,clip_27_1225
3441,20200830,clip_30_1336
3442,20200830,clip_31_1404
3448,20200830,clip_37_1652
3451,20200830,clip_40_1810
3453,20200830,clip_42_1906
3454,20200830,clip_43_1934
3458,20200830,clip_47_2126
3491,20200831,clip_27_1211
3493,20200831,clip_29_1307
3495,20200831,clip_31_1346
3502,20200831,clip_38_1702
3505,20200831,clip_41_1820
3507,20200831,clip_43_1916
3508,20200831,clip_44_1944
3509,20200831,clip_45_2012
3510,20200831,clip_46_2040
3511,20200831,clip_47_2108
3513,20200831,clip_49_2156
3540,20210108,clip_6_1627
3583,20210109,clip_26_1147
3586,20210109,clip_29_1311
3590,20210109,clip_33_1552
3591,20210109,clip_34_1620
3592,20210109,clip_35_1648
3595,20210109,clip_38_1812
3637,20210110,clip_29_1258
3638,20210110,clip_30_1326
3639,20210110,clip_31_1354
3646,20210110,clip_38_1703
3647,20210110,clip_39_1731
3650,20210110,clip_42_1855
3685,20210111,clip_23_1025
3700,20210111,clip_38_1734
3734,20210112,clip_20_1258
3735,20210112,clip_21_1320
3737,20210112,clip_23_1416
3742,20210112,clip_28_1636
3749,20210112,clip_35_1939
3791,20210113,clip_32_1743
3792,20210113,clip_33_1811
3838,20210114,clip_33_1714
3839,20210114,clip_34_1742
3880,20210115,clip_26_1326
3883,20210115,clip_29_1450
3884,20210115,clip_30_1518
3885,20210115,clip_31_1546
3886,20210115,clip_32_1614
3889,20210115,clip_35_1907
3918,20210116,clip_18_1132
3919,20210116,clip_19_1200
3920,20210116,clip_20_1228
3921,20210116,clip_21_1256
3932,20210116,clip_32_1756
3933,20210116,clip_33_1824
3934,20210116,clip_34_1852
3972,20210117,clip_26_1250
3975,20210117,clip_29_1414
3978,20210117,clip_32_1538
3979,20210117,clip_33_1548
3980,20210117,clip_34_1616
3981,20210117,clip_35_1644
4024,20210118,clip_26_1208
4032,20210118,clip_34_1715
4035,20210118,clip_37_1839
4039,20210118,clip_41_2031
4075,20210120,clip_20_1101
4079,20210120,clip_24_1253
4081,20210120,clip_26_1732
4129,20210121,clip_34_1748
4130,20210121,clip_35_1816
4179,20210122,clip_36_1706
4180,20210122,clip_37_1734
4181,20210122,clip_38_1802
4182,20210122,clip_39_1830
4219,20210123,clip_24_1136
4231,20210123,clip_36_1653
4232,20210123,clip_37_1721
4233,20210123,clip_38_1749
4234,20210123,clip_39_1817
4235,20210123,clip_40_1845
4274,20210124,clip_27_1249
4277,20210124,clip_30_1413
4278,20210124,clip_31_1441
4280,20210124,clip_33_1537
4283,20210124,clip_36_1701
4327,20210125,clip_28_1438
4329,20210125,clip_30_1534
4330,20210125,clip_31_1602
4331,20210125,clip_32_1609
4332,20210125,clip_33_1637
4375,20210126,clip_26_1207
4379,20210126,clip_30_1349
4380,20210126,clip_31_1417
4382,20210126,clip_33_1513
4384,20210126,clip_35_1609
4408,20210127,clip_7_1753
4448,20210128,clip_26_1211
4449,20210128,clip_27_1239
4452,20210128,clip_30_1342
4455,20210128,clip_33_1506
4457,20210128,clip_35_1602
4458,20210128,clip_36_1630
4459,20210128,clip_37_1658
4460,20210128,clip_38_1715
4463,20210128,clip_41_1839
4464,20210128,clip_42_1907
4494,20210129,clip_19_1116
4496,20210129,clip_21_1212
4497,20210129,clip_22_1240
4498,20210129,clip_23_1308
4500,20210129,clip_25_1404
4501,20210129,clip_26_1432
4503,20210129,clip_28_1528
4504,20210129,clip_29_1530
4506,20210129,clip_31_1626
4549,20210130,clip_25_1107
4550,20210130,clip_26_1135
4552,20210130,clip_28_1231
4555,20210130,clip_31_1355
4557,20210130,clip_33_1451
4560,20210130,clip_36_1613
4584,20210131,clip_22_1012
4593,20210131,clip_31_1359
4595,20210131,clip_33_1455
4596,20210131,clip_34_1523
4597,20210131,clip_35_1551
4598,20210131,clip_36_1619
4601,20210131,clip_39_1742
4604,20210131,clip_42_1906
4607,20210131,clip_45_2030
4631,20210201,clip_16_0829
4634,20210201,clip_19_0953
4639,20210201,clip_24_1219
4640,20210201,clip_25_1247
4642,20210201,clip_27_1343
4644,20210201,clip_29_1439
4652,20210201,clip_37_1812
4655,20210201,clip_40_1936
4657,20210201,clip_42_2032
4658,20210201,clip_43_2100
4660,20210201,clip_45_2156
4693,20210202,clip_27_1338
4695,20210202,clip_29_1434
4697,20210202,clip_31_1530
4698,20210202,clip_32_1558
4699,20210202,clip_33_1626
4700,20210202,clip_34_1654
4701,20210202,clip_35_1722
4780,20210204,clip_37_1721
4782,20210204,clip_39_1817
4783,20210204,clip_40_1845
4827,20210205,clip_32_1638
4828,20210205,clip_33_1706
4829,20210205,clip_34_1734
4830,20210205,clip_35_1802
4872,20210206,clip_28_1316
4873,20210206,clip_29_1344
4874,20210206,clip_30_1352
4875,20210206,clip_31_1420
4882,20210206,clip_38_1710
4883,20210206,clip_39_1738
4886,20210206,clip_42_1902
4930,20210207,clip_33_1639
4931,20210207,clip_34_1707
4932,20210207,clip_35_1735
4933,20210207,clip_36_1803
4934,20210207,clip_37_1831
4935,20210207,clip_38_1853
4936,20210207,clip_39_1921
4980,20210208,clip_33_1759
5023,20210209,clip_30_1749
5063,20210210,clip_26_1305
5066,20210210,clip_29_1429
5067,20210210,clip_30_1457
5069,20210210,clip_32_1553
5070,20210210,clip_33_1556
5071,20210210,clip_34_1624
5073,20210210,clip_36_1720
5125,20210212,clip_0_1922
5160,20210213,clip_25_1123
5164,20210213,clip_29_1311
5176,20210213,clip_41_1835
5212,20210214,clip_24_1036
5224,20210214,clip_36_1723
5269,20210215,clip_30_1624
5272,20210215,clip_33_1748
5308,20210216,clip_22_1710
5310,20210216,clip_24_1806
5360,20210217,clip_36_1647
5361,20210217,clip_37_1715
5406,20210218,clip_30_1613
5407,20210218,clip_31_1641
5454,20210219,clip_30_1401
5455,20210219,clip_31_1429
5457,20210219,clip_33_1525
5464,20210219,clip_40_1918
5498,20210220,clip_23_1315
5504,20210220,clip_29_1709
5506,20210220,clip_31_1805
5544,20210221,clip_25_1127
5548,20210221,clip_29_1253
5554,20210221,clip_35_1541
5555,20210221,clip_36_1609
5558,20210221,clip_39_1733
5560,20210221,clip_41_1809
5561,20210221,clip_42_1837
5562,20210221,clip_43_1905
5563,20210221,clip_44_1933
5599,20210222,clip_26_1313
5600,20210222,clip_27_1341
5603,20210222,clip_30_1505
5605,20210222,clip_32_1601
5607,20210222,clip_34_1657
5609,20210222,clip_36_1731
5610,20210222,clip_37_1759
5637,20210223,clip_14_1042
5649,20210223,clip_26_1618
5660,20210223,clip_37_2104
5699,20210224,clip_32_1519
5701,20210224,clip_34_1639
5702,20210224,clip_35_1707
5703,20210224,clip_36_1735
5704,20210224,clip_37_1803
5708,20210224,clip_41_1955
5712,20210224,clip_45_2147
5789,20210227,clip_4_1516
5792,20210227,clip_7_1640
5793,20210227,clip_8_1708
5795,20210227,clip_10_1804
5797,20210227,clip_12_1852
5830,20210228,clip_22_1003
5832,20210228,clip_24_1059
5835,20210228,clip_27_1223
5836,20210228,clip_28_1251
5837,20210228,clip_29_1319
5846,20210228,clip_38_1717
5895,20210301,clip_34_1725
5936,20210302,clip_26_1202
5938,20210302,clip_28_1258
5943,20210302,clip_33_1518
5945,20210302,clip_35_1614
5946,20210302,clip_36_1618
5948,20210302,clip_38_1714
5950,20210302,clip_40_1817
5997,20210303,clip_34_1535
5999,20210303,clip_36_1821
6000,20210303,clip_37_1849
6039,20210304,clip_27_1416
6041,20210304,clip_29_1512
6047,20210304,clip_35_1804
6089,20210305,clip_29_1306
6092,20210305,clip_32_1430
6093,20210305,clip_33_1458
6095,20210305,clip_35_1557
6096,20210305,clip_36_1625
6097,20210305,clip_37_1653
6098,20210305,clip_38_1721
6099,20210305,clip_39_1749
6100,20210305,clip_40_1817
6103,20210305,clip_43_1941
6133,20210306,clip_20_1352
6142,20210306,clip_29_1804
6174,20210307,clip_19_0855
6177,20210307,clip_22_1019
6179,20210307,clip_24_1115
6180,20210307,clip_25_1143
6188,20210307,clip_33_1753
6228,20210308,clip_26_1623
6229,20210308,clip_27_1638
6230,20210308,clip_28_1706
6232,20210308,clip_30_1802
6279,20210309,clip_34_1517
6283,20210309,clip_38_1658
6291,20210309,clip_46_2042
6368,20210311,clip_25_1633
6373,20210311,clip_30_1853
6374,20210311,clip_31_1921
6376,20210311,clip_33_2017
6396,20210312,clip_11_0856
6398,20210312,clip_13_0952
6403,20210312,clip_18_1212
6410,20210312,clip_25_1528
6411,20210312,clip_26_1552
6412,20210312,clip_27_1620
6419,20210312,clip_34_1936
6422,20210312,clip_37_2100
6423,20210312,clip_38_2128
6424,20210312,clip_39_2134
6425,20210312,clip_40_2202
6427,20210312,clip_42_2258
6453,20210313,clip_23_1020
6472,20210313,clip_42_1855
6473,20210313,clip_43_1923
6474,20210313,clip_44_1951
6499,20210314,clip_19_1256
6512,20210314,clip_32_1900
6515,20210314,clip_35_2001
6558,20210315,clip_34_1555
6559,20210315,clip_35_1623
6560,20210315,clip_36_1651
6561,20210315,clip_37_1719
6565,20210315,clip_41_1911
6596,20210316,clip_20_1200
6597,20210316,clip_21_1228
6598,20210316,clip_22_1256
6603,20210316,clip_27_1457
6604,20210316,clip_28_1525
6605,20210316,clip_29_1553
6606,20210316,clip_30_1621
6607,20210316,clip_31_1649
6610,20210316,clip_34_1757
6611,20210316,clip_35_1825
6613,20210316,clip_37_1921
6615,20210316,clip_39_2017
6648,20210317,clip_25_1314
6655,20210317,clip_32_1610
6656,20210317,clip_33_1638
6657,20210317,clip_34_1706
6658,20210317,clip_35_1734
6659,20210317,clip_36_1802
6663,20210317,clip_40_1937
6696,20210318,clip_23_1251
6697,20210318,clip_24_1319
6698,20210318,clip_25_1347
6700,20210318,clip_27_1443
6704,20210318,clip_31_1635
6706,20210318,clip_33_1723
6707,20210318,clip_34_1751
6709,20210318,clip_36_1847
6745,20210319,clip_23_1357
6750,20210319,clip_28_1615
6755,20210319,clip_33_1835
6756,20210319,clip_34_1903
6795,20210320,clip_28_1242
6796,20210320,clip_29_1310
6798,20210320,clip_31_1406
6800,20210320,clip_33_1502
6801,20210320,clip_34_1530
6806,20210320,clip_39_1739
6808,20210320,clip_41_1835
6809,20210320,clip_42_1903
6840,20210321,clip_19_1115
6841,20210321,clip_20_1143
6845,20210321,clip_24_1317
6847,20210321,clip_26_1413
6848,20210321,clip_27_1441
6849,20210321,clip_28_1509
6851,20210321,clip_30_1605
6853,20210321,clip_32_1726
6854,20210321,clip_33_1754
6860,20210321,clip_39_2042
6890,20210322,clip_22_1012
6898,20210322,clip_30_1349
6909,20210322,clip_41_1859
6910,20210322,clip_42_1927
6950,20210323,clip_29_1253
6959,20210323,clip_38_1705
6964,20210323,clip_43_1920
7008,20210324,clip_34_1546
7009,20210324,clip_35_1614
7011,20210324,clip_37_1710
7013,20210324,clip_39_1806
7014,20210324,clip_40_1834
7017,20210324,clip_43_1958
7020,20210324,clip_46_2122
7021,20210324,clip_47_2150
7098,20210326,clip_31_1402
7101,20210326,clip_34_1516
7151,20210327,clip_30_1347
7153,20210327,clip_32_1443
7154,20210327,clip_33_1456
7158,20210327,clip_37_1648
7160,20210327,clip_39_1744
7163,20210327,clip_42_1844
7197,20210328,clip_22_1101
7306,20210330,clip_29_1308
7307,20210330,clip_30_1336
7309,20210330,clip_32_1432
7318,20210330,clip_41_1826
7321,20210330,clip_44_1950
